date,year,month,day,city,station,PM2.5_ug_m3,PM10_ug_m3,SO2_ug_m3,NO2_ug_m3,CO_mg_m3,O3_ug_m3,AQI,predominant_pollutant,source
2023-11-11,2023,11,11,Mumbai,Industrial Area - Navi Mumbai,142,244,17.6,93.2,3.11,63.4,243,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-12,2023,11,12,Mumbai,Industrial Area - Navi Mumbai,168,345,29.4,133.5,0.68,75.5,299,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-13,2023,11,13,Mumbai,Industrial Area - Navi Mumbai,173,124,19.2,80.6,3.01,18.1,275,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-11-14,2023,11,14,Mumbai,Industrial Area - Navi Mumbai,52,206,12.0,27.3,3.18,54.1,95,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-15,2023,11,15,Mumbai,Industrial Area - Navi Mumbai,186,153,6.8,117.8,2.62,64.8,306,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-11-16,2023,11,16,Mumbai,Industrial Area - Navi Mumbai,201,311,34.4,33.0,1.89,35.9,313,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-17,2023,11,17,Mumbai,Industrial Area - Navi Mumbai,138,180,5.9,44.9,2.37,57.5,219,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-18,2023,11,18,Mumbai,Industrial Area - Navi Mumbai,87,123,15.7,125.3,2.47,89.1,168,NO2,Synthetic multi-year data modeled on CPCB format
2023-11-19,2023,11,19,Mumbai,Industrial Area - Navi Mumbai,174,303,31.9,110.7,1.11,34.9,298,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-20,2023,11,20,Mumbai,Industrial Area - Navi Mumbai,108,167,25.3,114.7,1.09,111.4,197,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-21,2023,11,21,Mumbai,Industrial Area - Navi Mumbai,62,338,33.0,72.6,2.21,97.3,132,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-22,2023,11,22,Mumbai,Industrial Area - Navi Mumbai,189,263,11.8,49.0,1.5,96.3,297,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-23,2023,11,23,Mumbai,Industrial Area - Navi Mumbai,48,185,30.9,39.4,2.9,32.6,91,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-24,2023,11,24,Mumbai,Industrial Area - Navi Mumbai,208,82,32.2,47.5,1.51,20.3,311,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-11-25,2023,11,25,Mumbai,Industrial Area - Navi Mumbai,221,312,33.9,114.1,0.4,34.6,365,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-26,2023,11,26,Mumbai,Industrial Area - Navi Mumbai,247,258,27.3,71.6,0.86,75.8,385,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-27,2023,11,27,Mumbai,Industrial Area - Navi Mumbai,242,331,33.4,146.1,1.77,89.9,405,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-28,2023,11,28,Mumbai,Industrial Area - Navi Mumbai,185,293,10.2,63.8,3.22,71.8,298,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-29,2023,11,29,Mumbai,Industrial Area - Navi Mumbai,162,170,12.4,93.1,3.03,106.9,266,PM10,Synthetic multi-year data modeled on CPCB format
2023-11-30,2023,11,30,Mumbai,Industrial Area - Navi Mumbai,58,200,15.2,109.2,2.73,36.0,127,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-01,2023,12,1,Mumbai,Industrial Area - Navi Mumbai,77,161,17.6,71.3,1.53,18.2,140,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-02,2023,12,2,Mumbai,Industrial Area - Navi Mumbai,79,187,9.9,84.7,0.64,23.9,149,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-03,2023,12,3,Mumbai,Industrial Area - Navi Mumbai,222,201,5.3,45.2,1.68,21.3,338,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-04,2023,12,4,Mumbai,Industrial Area - Navi Mumbai,134,195,26.1,26.6,1.22,80.7,209,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-05,2023,12,5,Mumbai,Industrial Area - Navi Mumbai,145,216,27.5,113.7,2.14,73.8,252,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-06,2023,12,6,Mumbai,Industrial Area - Navi Mumbai,164,92,22.3,115.4,2.17,64.7,270,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-07,2023,12,7,Mumbai,Industrial Area - Navi Mumbai,119,95,10.6,105.8,1.09,106.9,204,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-08,2023,12,8,Mumbai,Industrial Area - Navi Mumbai,185,334,19.3,104.9,1.01,117.8,313,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-09,2023,12,9,Mumbai,Industrial Area - Navi Mumbai,160,242,19.4,83.0,1.21,83.6,265,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-10,2023,12,10,Mumbai,Industrial Area - Navi Mumbai,172,240,30.1,61.6,3.41,69.6,276,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-11,2023,12,11,Mumbai,Industrial Area - Navi Mumbai,146,108,16.7,130.7,2.78,49.7,251,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-12,2023,12,12,Mumbai,Industrial Area - Navi Mumbai,109,325,14.0,129.1,0.51,60.0,214,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-13,2023,12,13,Mumbai,Industrial Area - Navi Mumbai,43,257,16.7,89.8,1.19,44.0,105,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-14,2023,12,14,Mumbai,Industrial Area - Navi Mumbai,115,196,26.9,131.7,0.48,32.0,214,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-15,2023,12,15,Mumbai,Industrial Area - Navi Mumbai,221,233,9.0,120.4,1.68,62.4,361,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-16,2023,12,16,Mumbai,Industrial Area - Navi Mumbai,200,288,29.5,112.8,0.91,117.9,334,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-17,2023,12,17,Mumbai,Industrial Area - Navi Mumbai,167,306,5.7,49.9,3.01,76.7,270,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-18,2023,12,18,Mumbai,Industrial Area - Navi Mumbai,205,152,29.0,144.4,1.32,84.4,340,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-19,2023,12,19,Mumbai,Industrial Area - Navi Mumbai,121,123,19.5,147.0,3.07,74.9,222,NO2,Synthetic multi-year data modeled on CPCB format
2023-12-20,2023,12,20,Mumbai,Industrial Area - Navi Mumbai,140,80,30.2,103.7,2.48,62.9,232,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-21,2023,12,21,Mumbai,Industrial Area - Navi Mumbai,217,147,23.0,145.8,3.21,22.6,357,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-22,2023,12,22,Mumbai,Industrial Area - Navi Mumbai,141,145,23.9,55.9,3.19,36.7,224,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-23,2023,12,23,Mumbai,Industrial Area - Navi Mumbai,93,266,12.0,148.8,2.72,69.8,193,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-24,2023,12,24,Mumbai,Industrial Area - Navi Mumbai,114,331,20.2,77.9,3.01,111.4,206,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-25,2023,12,25,Mumbai,Industrial Area - Navi Mumbai,106,341,19.8,110.1,1.56,72.0,205,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-26,2023,12,26,Mumbai,Industrial Area - Navi Mumbai,172,296,16.2,107.6,0.72,30.8,293,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-27,2023,12,27,Mumbai,Industrial Area - Navi Mumbai,227,140,26.0,27.4,0.43,26.1,335,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-28,2023,12,28,Mumbai,Industrial Area - Navi Mumbai,151,99,10.2,69.9,1.97,95.5,239,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-29,2023,12,29,Mumbai,Industrial Area - Navi Mumbai,214,112,10.3,26.3,2.83,76.0,315,PM2.5,Synthetic multi-year data modeled on CPCB format
2023-12-30,2023,12,30,Mumbai,Industrial Area - Navi Mumbai,91,135,15.2,29.4,0.45,29.6,145,PM10,Synthetic multi-year data modeled on CPCB format
2023-12-31,2023,12,31,Mumbai,Industrial Area - Navi Mumbai,123,249,29.2,134.8,2.23,77.4,230,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-01,2024,1,1,Mumbai,Industrial Area - Navi Mumbai,100,349,33.2,59.9,1.05,101.1,182,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-02,2024,1,2,Mumbai,Industrial Area - Navi Mumbai,216,269,11.2,56.6,2.98,81.4,338,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-03,2024,1,3,Mumbai,Industrial Area - Navi Mumbai,144,251,27.5,69.4,0.74,23.2,239,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-04,2024,1,4,Mumbai,Industrial Area - Navi Mumbai,245,149,30.4,91.5,1.02,117.4,380,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-05,2024,1,5,Mumbai,Industrial Area - Navi Mumbai,125,206,30.2,87.4,1.37,37.5,215,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-06,2024,1,6,Mumbai,Industrial Area - Navi Mumbai,189,185,16.0,50.9,0.72,106.3,292,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-07,2024,1,7,Mumbai,Industrial Area - Navi Mumbai,237,98,30.4,77.7,1.63,49.5,361,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-08,2024,1,8,Mumbai,Industrial Area - Navi Mumbai,176,106,11.0,40.3,2.26,49.5,265,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-09,2024,1,9,Mumbai,Industrial Area - Navi Mumbai,244,290,28.2,118.8,2.89,38.5,397,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-10,2024,1,10,Mumbai,Industrial Area - Navi Mumbai,113,261,15.5,111.0,1.3,35.9,209,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-11,2024,1,11,Mumbai,Industrial Area - Navi Mumbai,53,220,32.8,112.4,0.35,99.4,123,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-12,2024,1,12,Mumbai,Industrial Area - Navi Mumbai,63,328,33.6,106.0,2.74,22.2,142,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-13,2024,1,13,Mumbai,Industrial Area - Navi Mumbai,138,274,26.0,30.8,0.79,36.0,221,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-14,2024,1,14,Mumbai,Industrial Area - Navi Mumbai,225,97,9.4,131.2,1.48,13.4,361,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-15,2024,1,15,Mumbai,Industrial Area - Navi Mumbai,141,102,17.6,136.2,2.28,25.5,245,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-16,2024,1,16,Mumbai,Industrial Area - Navi Mumbai,160,148,13.0,148.3,1.25,113.3,278,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-17,2024,1,17,Mumbai,Industrial Area - Navi Mumbai,109,223,26.1,137.4,0.67,98.3,209,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-18,2024,1,18,Mumbai,Industrial Area - Navi Mumbai,47,183,12.3,63.7,1.07,41.1,97,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-19,2024,1,19,Mumbai,Industrial Area - Navi Mumbai,43,302,34.5,26.1,2.81,35.4,89,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-20,2024,1,20,Mumbai,Industrial Area - Navi Mumbai,238,264,6.3,139.7,2.91,86.3,393,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-21,2024,1,21,Mumbai,Industrial Area - Navi Mumbai,62,338,27.3,63.7,3.29,28.8,129,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-22,2024,1,22,Mumbai,Industrial Area - Navi Mumbai,132,157,24.3,149.7,3.28,92.4,240,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-23,2024,1,23,Mumbai,Industrial Area - Navi Mumbai,147,301,31.0,29.1,0.62,118.5,235,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-24,2024,1,24,Mumbai,Industrial Area - Navi Mumbai,242,90,29.3,28.8,0.92,63.9,353,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-01-25,2024,1,25,Mumbai,Industrial Area - Navi Mumbai,145,270,7.9,64.6,0.72,37.5,241,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-26,2024,1,26,Mumbai,Industrial Area - Navi Mumbai,81,212,28.7,27.2,2.39,105.1,136,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-27,2024,1,27,Mumbai,Industrial Area - Navi Mumbai,193,227,19.7,84.1,3.26,74.9,311,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-28,2024,1,28,Mumbai,Industrial Area - Navi Mumbai,96,299,32.5,134.9,1.87,113.8,195,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-29,2024,1,29,Mumbai,Industrial Area - Navi Mumbai,203,331,18.0,89.2,0.43,84.6,334,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-30,2024,1,30,Mumbai,Industrial Area - Navi Mumbai,175,300,29.0,73.8,2.95,79.7,288,PM10,Synthetic multi-year data modeled on CPCB format
2024-01-31,2024,1,31,Mumbai,Industrial Area - Navi Mumbai,151,227,21.1,114.1,0.89,93.7,261,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-01,2024,2,1,Mumbai,Industrial Area - Navi Mumbai,200,282,25.9,138.2,2.45,47.9,341,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-02,2024,2,2,Mumbai,Industrial Area - Navi Mumbai,198,150,7.0,121.4,2.62,100.5,324,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-03,2024,2,3,Mumbai,Industrial Area - Navi Mumbai,150,121,8.4,134.8,2.21,64.4,258,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-04,2024,2,4,Mumbai,Industrial Area - Navi Mumbai,216,175,12.3,95.6,2.3,21.1,343,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-05,2024,2,5,Mumbai,Industrial Area - Navi Mumbai,193,301,6.2,38.2,3.45,27.5,302,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-06,2024,2,6,Mumbai,Industrial Area - Navi Mumbai,246,166,14.5,118.8,3.36,74.7,391,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-07,2024,2,7,Mumbai,Industrial Area - Navi Mumbai,94,274,9.6,115.7,2.37,30.7,185,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-08,2024,2,8,Mumbai,Industrial Area - Navi Mumbai,199,277,33.3,26.6,1.09,106.4,305,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-09,2024,2,9,Mumbai,Industrial Area - Navi Mumbai,81,126,28.5,30.6,0.36,76.4,131,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-10,2024,2,10,Mumbai,Industrial Area - Navi Mumbai,221,222,28.4,72.9,0.35,23.9,346,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-11,2024,2,11,Mumbai,Industrial Area - Navi Mumbai,99,86,30.2,25.8,2.79,33.9,152,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-12,2024,2,12,Mumbai,Industrial Area - Navi Mumbai,63,292,28.9,119.8,1.55,94.9,144,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-13,2024,2,13,Mumbai,Industrial Area - Navi Mumbai,190,156,5.4,71.7,2.57,84.1,298,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-14,2024,2,14,Mumbai,Industrial Area - Navi Mumbai,128,318,7.5,90.0,2.42,52.0,228,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-15,2024,2,15,Mumbai,Industrial Area - Navi Mumbai,189,235,32.8,36.7,1.38,72.9,292,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-16,2024,2,16,Mumbai,Industrial Area - Navi Mumbai,215,217,12.2,34.6,2.21,103.9,326,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-17,2024,2,17,Mumbai,Industrial Area - Navi Mumbai,48,245,33.5,87.6,0.87,63.5,110,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-18,2024,2,18,Mumbai,Industrial Area - Navi Mumbai,233,170,9.0,46.6,1.92,37.7,352,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-19,2024,2,19,Mumbai,Industrial Area - Navi Mumbai,126,160,11.5,65.7,0.78,47.9,207,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-20,2024,2,20,Mumbai,Industrial Area - Navi Mumbai,87,254,32.7,46.8,2.4,50.9,153,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-21,2024,2,21,Mumbai,Industrial Area - Navi Mumbai,66,136,31.0,132.6,3.48,92.4,141,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-22,2024,2,22,Mumbai,Industrial Area - Navi Mumbai,169,274,10.6,39.2,3.24,115.1,267,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-23,2024,2,23,Mumbai,Industrial Area - Navi Mumbai,135,147,25.0,47.8,2.06,99.6,213,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-24,2024,2,24,Mumbai,Industrial Area - Navi Mumbai,196,300,30.7,74.0,0.7,19.7,317,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-25,2024,2,25,Mumbai,Industrial Area - Navi Mumbai,67,228,11.0,41.4,1.06,71.9,122,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-26,2024,2,26,Mumbai,Industrial Area - Navi Mumbai,200,169,25.4,84.2,1.58,118.0,317,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-02-27,2024,2,27,Mumbai,Industrial Area - Navi Mumbai,112,286,5.2,134.7,3.21,43.9,217,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-28,2024,2,28,Mumbai,Industrial Area - Navi Mumbai,103,285,13.4,87.3,1.25,39.2,190,PM10,Synthetic multi-year data modeled on CPCB format
2024-02-29,2024,2,29,Mumbai,Industrial Area - Navi Mumbai,98,102,16.8,32.3,1.13,68.6,154,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-01,2024,3,1,Mumbai,Industrial Area - Navi Mumbai,66,161,22.6,58.6,2.71,73.2,121,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-02,2024,3,2,Mumbai,Industrial Area - Navi Mumbai,112,246,5.9,83.0,0.5,96.2,198,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-03,2024,3,3,Mumbai,Industrial Area - Navi Mumbai,106,257,18.5,148.7,3.29,80.9,210,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-04,2024,3,4,Mumbai,Industrial Area - Navi Mumbai,92,129,26.9,132.3,2.32,47.5,177,NO2,Synthetic multi-year data modeled on CPCB format
2024-03-05,2024,3,5,Mumbai,Industrial Area - Navi Mumbai,231,302,15.4,67.4,2.31,38.5,364,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-06,2024,3,6,Mumbai,Industrial Area - Navi Mumbai,93,246,24.3,115.3,3.27,63.4,182,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-07,2024,3,7,Mumbai,Industrial Area - Navi Mumbai,43,174,24.2,119.0,0.47,34.5,108,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-08,2024,3,8,Mumbai,Industrial Area - Navi Mumbai,192,176,7.0,128.6,2.79,10.6,319,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-09,2024,3,9,Mumbai,Industrial Area - Navi Mumbai,147,211,20.9,149.4,3.09,113.0,265,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-10,2024,3,10,Mumbai,Industrial Area - Navi Mumbai,149,286,18.3,134.8,0.58,93.0,269,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-11,2024,3,11,Mumbai,Industrial Area - Navi Mumbai,230,141,30.6,40.7,2.68,85.3,344,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-12,2024,3,12,Mumbai,Industrial Area - Navi Mumbai,82,131,25.7,68.7,0.72,71.7,144,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-13,2024,3,13,Mumbai,Industrial Area - Navi Mumbai,66,314,34.2,49.0,2.41,58.2,129,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-14,2024,3,14,Mumbai,Industrial Area - Navi Mumbai,122,200,11.7,125.2,1.69,55.7,222,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-15,2024,3,15,Mumbai,Industrial Area - Navi Mumbai,141,214,34.0,126.7,1.03,106.8,250,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-16,2024,3,16,Mumbai,Industrial Area - Navi Mumbai,94,167,16.1,102.1,3.42,81.3,173,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-17,2024,3,17,Mumbai,Industrial Area - Navi Mumbai,65,144,9.6,77.1,0.31,67.8,124,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-18,2024,3,18,Mumbai,Industrial Area - Navi Mumbai,114,313,16.0,137.7,2.99,45.5,222,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-19,2024,3,19,Mumbai,Industrial Area - Navi Mumbai,138,292,21.3,85.4,0.62,29.0,239,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-20,2024,3,20,Mumbai,Industrial Area - Navi Mumbai,200,136,25.7,92.4,2.34,107.7,317,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-21,2024,3,21,Mumbai,Industrial Area - Navi Mumbai,219,178,5.7,133.4,1.73,110.5,359,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-22,2024,3,22,Mumbai,Industrial Area - Navi Mumbai,236,213,9.6,86.2,2.99,84.6,371,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-23,2024,3,23,Mumbai,Industrial Area - Navi Mumbai,227,85,5.6,31.4,2.9,31.5,333,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-24,2024,3,24,Mumbai,Industrial Area - Navi Mumbai,67,268,33.6,134.8,3.16,95.9,153,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-25,2024,3,25,Mumbai,Industrial Area - Navi Mumbai,114,96,21.6,108.0,1.18,65.8,198,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-26,2024,3,26,Mumbai,Industrial Area - Navi Mumbai,169,167,34.6,77.3,2.98,56.0,271,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-03-27,2024,3,27,Mumbai,Industrial Area - Navi Mumbai,103,267,27.5,115.9,1.91,49.7,197,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-28,2024,3,28,Mumbai,Industrial Area - Navi Mumbai,57,133,34.2,131.3,2.98,57.4,128,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-29,2024,3,29,Mumbai,Industrial Area - Navi Mumbai,89,147,30.8,112.0,2.27,63.3,168,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-30,2024,3,30,Mumbai,Industrial Area - Navi Mumbai,183,297,9.6,37.7,0.77,80.3,288,PM10,Synthetic multi-year data modeled on CPCB format
2024-03-31,2024,3,31,Mumbai,Industrial Area - Navi Mumbai,207,113,20.2,124.3,1.69,17.5,335,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-04-01,2024,4,1,Mumbai,Industrial Area - Navi Mumbai,147,191,9.5,41.5,0.58,95.6,231,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-02,2024,4,2,Mumbai,Industrial Area - Navi Mumbai,90,293,5.7,140.4,3.15,112.7,188,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-03,2024,4,3,Mumbai,Industrial Area - Navi Mumbai,108,298,26.0,111.6,2.08,53.0,205,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-04,2024,4,4,Mumbai,Industrial Area - Navi Mumbai,83,198,33.8,78.9,2.05,65.3,153,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-05,2024,4,5,Mumbai,Industrial Area - Navi Mumbai,169,118,10.2,106.5,2.33,105.2,276,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-04-06,2024,4,6,Mumbai,Industrial Area - Navi Mumbai,205,109,10.4,130.2,2.16,81.3,333,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-04-07,2024,4,7,Mumbai,Industrial Area - Navi Mumbai,124,217,9.1,86.9,1.46,84.9,214,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-08,2024,4,8,Mumbai,Industrial Area - Navi Mumbai,51,332,30.9,127.8,3.05,93.4,132,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-09,2024,4,9,Mumbai,Industrial Area - Navi Mumbai,174,314,25.9,135.6,2.81,12.6,306,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-10,2024,4,10,Mumbai,Industrial Area - Navi Mumbai,149,200,7.2,53.0,1.23,105.7,238,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-11,2024,4,11,Mumbai,Industrial Area - Navi Mumbai,229,268,6.3,73.2,3.41,109.8,361,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-12,2024,4,12,Mumbai,Industrial Area - Navi Mumbai,65,92,13.9,45.8,2.99,55.0,111,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-13,2024,4,13,Mumbai,Industrial Area - Navi Mumbai,174,203,11.3,47.8,0.64,17.5,272,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-14,2024,4,14,Mumbai,Industrial Area - Navi Mumbai,132,244,33.4,33.5,2.35,86.4,211,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-15,2024,4,15,Mumbai,Industrial Area - Navi Mumbai,174,311,27.6,65.9,1.74,53.4,285,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-16,2024,4,16,Mumbai,Industrial Area - Navi Mumbai,63,253,29.6,42.1,2.03,62.5,118,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-17,2024,4,17,Mumbai,Industrial Area - Navi Mumbai,101,168,19.0,38.8,1.13,72.8,164,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-18,2024,4,18,Mumbai,Industrial Area - Navi Mumbai,224,148,26.0,142.4,1.48,32.4,366,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-04-19,2024,4,19,Mumbai,Industrial Area - Navi Mumbai,58,310,7.0,70.9,3.38,61.3,124,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-20,2024,4,20,Mumbai,Industrial Area - Navi Mumbai,114,89,24.7,71.3,2.17,115.6,187,O3,Synthetic multi-year data modeled on CPCB format
2024-04-21,2024,4,21,Mumbai,Industrial Area - Navi Mumbai,214,323,19.5,25.1,1.06,48.0,329,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-22,2024,4,22,Mumbai,Industrial Area - Navi Mumbai,130,294,6.5,94.0,3.36,113.3,230,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-23,2024,4,23,Mumbai,Industrial Area - Navi Mumbai,189,307,24.8,115.8,2.23,91.1,320,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-24,2024,4,24,Mumbai,Industrial Area - Navi Mumbai,210,102,19.7,122.9,2.26,88.3,338,PM2.5,Synthetic multi-year data modeled on CPCB format
2024-04-25,2024,4,25,Mumbai,Industrial Area - Navi Mumbai,210,228,7.1,35.5,1.61,64.6,320,PM10,Synthetic multi-year data modeled on CPCB format
2024-04-26,2024,4,26,Mumbai,Industrial Area - Navi Mumbai,140,310,12.6,98.0,3.06,23.8,247,PM10,Synthetic multi-year data modeled on CPCB format
